"","Geography","County","State","Total Population","Percent one race","Percent White alone","Percent Black alone","Percent Native American alone","Percent Asian alone","Percent Pacific Islander alone","Percent Other alone","Percent multiracial","Percent Hispanic or Latino","Estimated Median Household Income","Percent high school graduate or higher 25 years and over","Percent bachelor's degree or higher 25 years and over","rank"
"631","0500000US17069","Hardin","Illinois",3649,"94.98%","93.56%","0.36%","0.00%","0.49%","0.11%","0.47%","5.02%","1.04%",53026,"87.3","12.0",102
"632","0500000US17071","Henderson","Illinois",6387,"96.81%","95.38%","0.47%","0.19%","0.27%","0.08%","0.42%","3.19%","1.88%",64946,"93.0","20.7",91
"633","0500000US17073","Henry","Illinois",49284,"94.56%","89.12%","2.19%","0.22%","0.40%","0.03%","2.60%","5.44%","6.22%",66313,"92.5","24.7",30
"634","0500000US17075","Iroquois","Illinois",27077,"93.78%","89.39%","0.85%","0.24%","0.38%","0.01%","2.91%","6.22%","7.54%",62866,"88.7","17.6",51
"635","0500000US17077","Jackson","Illinois",52974,"93.45%","72.06%","14.34%","0.39%","3.88%","0.06%","2.71%","6.55%","4.70%",44847,"91.8","35.2",26
"636","0500000US17079","Jasper","Illinois",9287,"97.68%","96.57%","0.25%","0.24%","0.18%","0.04%","0.41%","2.32%","1.83%",67429,"93.3","21.4",88
"637","0500000US17081","Jefferson","Illinois",37113,"94.55%","84.71%","7.66%","0.25%","0.98%","0.02%","0.92%","5.45%","2.91%",58384,"90.6","18.1",37
"638","0500000US17083","Jersey","Illinois",21512,"95.54%","93.94%","0.73%","0.11%","0.36%","0.01%","0.39%","4.46%","1.48%",77607,"93.3","21.8",54
"639","0500000US17085","Jo Daviess","Illinois",22035,"96.16%","93.37%","0.52%","0.30%","0.45%","0.03%","1.49%","3.84%","3.29%",67729,"93.5","27.9",53
"640","0500000US17087","Johnson","Illinois",13308,"96.76%","82.49%","10.75%","0.21%","0.15%","0.03%","3.13%","3.24%","4.04%",63295,"84.6","16.6",79
"641","0500000US17089","Kane","Illinois",516522,"87.08%","59.98%","5.33%","1.35%","4.19%","0.04%","16.18%","12.92%","32.64%",96400,"86.5","36.3",5
"642","0500000US17091","Kankakee","Illinois",107502,"92.76%","71.00%","14.49%","0.40%","1.01%","0.02%","5.84%","7.24%","11.48%",65489,"89.9","20.3",18
"643","0500000US17093","Kendall","Illinois",131869,"88.33%","68.44%","7.60%","0.56%","3.56%","0.02%","8.15%","11.67%","21.16%",106358,"93.4","35.8",15
"644","0500000US17095","Knox","Illinois",49967,"93.58%","81.38%","8.92%","0.23%","0.73%","0.04%","2.28%","6.42%","6.17%",50263,"88.8","20.4",29
"645","0500000US17097","Lake","Illinois",714342,"89.31%","60.95%","6.86%","1.00%","8.31%","0.06%","12.12%","10.69%","22.74%",104553,"90.8","46.9",3
"646","0500000US17099","LaSalle","Illinois",109658,"92.84%","85.58%","2.40%","0.41%","0.78%","0.02%","3.65%","7.16%","10.46%",67942,"91.1","18.4",17
"647","0500000US17101","Lawrence","Illinois",15280,"96.44%","84.33%","9.20%","0.12%","0.38%","0.05%","2.36%","3.56%","2.28%",55811,"85.2","14.1",72
"648","0500000US17103","Lee","Illinois",34145,"94.47%","85.25%","5.47%","0.26%","0.73%","0.03%","2.74%","5.53%","6.80%",64588,"90.0","18.9",42
"649","0500000US17105","Livingston","Illinois",35815,"95.44%","89.54%","3.11%","0.21%","0.48%","0.00%","2.10%","4.56%","5.10%",68175,"90.5","18.7",39
"650","0500000US17107","Logan","Illinois",27987,"95.97%","88.14%","5.43%","0.18%","0.65%","0.00%","1.56%","4.03%","3.48%",62547,"91.5","20.2",49
"651","0500000US17109","McDonough","Illinois",27238,"95.17%","85.65%","5.62%","0.21%","2.08%","0.02%","1.58%","4.83%","3.03%",48904,"94.4","31.2",50
"652","0500000US17111","McHenry","Illinois",310229,"90.91%","79.91%","1.38%","0.49%","2.84%","0.02%","6.27%","9.09%","14.38%",100101,"93.9","35.3",6
"653","0500000US17113","McLean","Illinois",170954,"93.68%","77.30%","8.77%","0.28%","4.76%","0.04%","2.52%","6.32%","5.32%",75356,"95.9","46.0",13
"654","0500000US17115","Macon","Illinois",103998,"94.12%","72.89%","18.31%","0.23%","1.46%","0.03%","1.19%","5.88%","2.51%",59622,"92.4","23.9",19
"655","0500000US17117","Macoupin","Illinois",44967,"95.37%","93.58%","0.82%","0.27%","0.40%","0.00%","0.30%","4.63%","1.29%",64706,"91.0","19.3",32
"656","0500000US17119","Madison","Illinois",265859,"93.66%","81.42%","9.36%","0.30%","1.04%","0.04%","1.51%","6.34%","3.66%",71759,"93.3","29.4",8
"657","0500000US17121","Marion","Illinois",37729,"94.53%","88.63%","4.01%","0.31%","0.93%","0.01%","0.64%","5.47%","2.23%",59099,"90.0","16.7",36
"658","0500000US17123","Marshall","Illinois",11742,"95.70%","93.38%","0.75%","0.27%","0.37%","0.00%","0.93%","4.30%","3.06%",64940,"92.0","17.4",85
"659","0500000US17125","Mason","Illinois",13086,"96.06%","94.93%","0.39%","0.18%","0.21%","0.01%","0.33%","3.94%","1.36%",58479,"91.3","17.3",81
"660","0500000US17127","Massac","Illinois",14169,"94.05%","85.96%","6.26%","0.26%","0.31%","0.04%","1.22%","5.95%","3.20%",57365,"87.7","14.7",75
"661","0500000US17129","Menard","Illinois",12297,"95.54%","93.97%","0.68%","0.16%","0.41%","0.02%","0.31%","4.46%","1.33%",84846,"95.0","25.9",83
"662","0500000US17131","Mercer","Illinois",15699,"95.50%","94.04%","0.49%","0.19%","0.24%","0.01%","0.54%","4.50%","2.78%",67028,"92.4","17.9",69
"663","0500000US17133","Monroe","Illinois",34962,"95.55%","93.97%","0.34%","0.19%","0.53%","0.01%","0.50%","4.45%","1.66%",100685,"95.7","37.9",40
"664","0500000US17135","Montgomery","Illinois",28288,"96.32%","91.46%","3.27%","0.23%","0.48%","0.03%","0.86%","3.68%","1.89%",61796,"89.7","18.2",48
"665","0500000US17137","Morgan","Illinois",32915,"95.67%","87.46%","6.02%","0.21%","0.82%","0.05%","1.11%","4.33%","2.69%",61188,"89.6","22.4",46
"666","0500000US17139","Moultrie","Illinois",14526,"96.79%","95.11%","0.58%","0.18%","0.34%","0.01%","0.59%","3.21%","1.71%",72833,"86.4","20.7",74
"667","0500000US17141","Ogle","Illinois",51788,"92.68%","85.96%","1.12%","0.54%","0.51%","0.00%","4.56%","7.32%","10.90%",75782,"91.3","23.4",28
"668","0500000US17143","Peoria","Illinois",181830,"93.53%","67.44%","18.71%","0.30%","4.28%","0.04%","2.77%","6.47%","5.25%",63409,"92.9","33.7",12
"669","0500000US17145","Perry","Illinois",20945,"96.27%","85.55%","8.03%","0.21%","0.60%","0.00%","1.87%","3.73%","3.19%",56338,"84.5","10.9",57
"670","0500000US17147","Piatt","Illinois",16673,"95.79%","94.12%","0.50%","0.14%","0.50%","0.01%","0.52%","4.21%","1.51%",81151,"93.9","30.8",65
"671","0500000US17149","Pike","Illinois",14739,"96.57%","94.78%","0.50%","0.26%","0.29%","0.05%","0.71%","3.43%","1.51%",55514,"91.0","18.1",73
"672","0500000US17151","Pope","Illinois",3763,"95.64%","93.36%","1.14%","0.19%","0.50%","0.00%","0.45%","4.36%","3.14%",57582,"88.2","15.4",101
"673","0500000US17153","Pulaski","Illinois",5193,"95.19%","62.80%","28.23%","0.79%","0.25%","0.00%","3.12%","4.81%","1.89%",41038,"88.1","14.5",97
"674","0500000US17155","Putnam","Illinois",5637,"95.23%","91.80%","0.46%","0.23%","0.32%","0.07%","2.34%","4.77%","6.26%",75726,"93.6","23.5",94
"675","0500000US17157","Randolph","Illinois",30163,"95.73%","84.96%","7.94%","0.21%","0.29%","0.03%","2.31%","4.27%","3.20%",63860,"86.0","13.7",47
"676","0500000US17159","Richland","Illinois",15813,"96.28%","94.20%","0.49%","0.23%","0.80%","0.04%","0.51%","3.72%","1.79%",61607,"92.1","18.9",67
"677","0500000US17161","Rock Island","Illinois",144672,"91.23%","71.15%","11.48%","0.52%","2.83%","0.03%","5.22%","8.77%","13.46%",64435,"89.6","24.1",14
"678","0500000US17163","St. Clair","Illinois",257400,"93.24%","59.59%","29.75%","0.34%","1.44%","0.07%","2.05%","6.76%","4.48%",68915,"92.2","30.4",9
"679","0500000US17165","Saline","Illinois",23768,"95.04%","90.38%","2.95%","0.34%","0.53%","0.00%","0.84%","4.96%","1.77%",51710,"88.2","20.2",52
"680","0500000US17167","Sangamon","Illinois",196343,"94.09%","77.41%","13.22%","0.25%","2.21%","0.03%","0.96%","5.91%","2.51%",71653,"93.2","34.6",11
"681","0500000US17169","Schuyler","Illinois",6902,"95.65%","89.99%","4.19%","0.42%","0.38%","0.03%","0.65%","4.35%","2.51%",63737,"91.7","16.9",90
"682","0500000US17171","Scott","Illinois",4949,"96.95%","96.28%","0.10%","0.06%","0.22%","0.02%","0.26%","3.05%","1.35%",70500,"92.7","22.0",98
"683","0500000US17173","Shelby","Illinois",20990,"97.57%","96.22%","0.31%","0.19%","0.40%","0.00%","0.45%","2.43%","1.24%",65585,"93.9","18.3",56
"684","0500000US17175","Stark","Illinois",5400,"96.48%","94.98%","0.33%","0.22%","0.43%","0.00%","0.52%","3.52%","2.30%",58125,"90.9","19.0",95
"685","0500000US17177","Stephenson","Illinois",44630,"93.43%","80.46%","9.98%","0.26%","0.69%","0.02%","2.01%","6.57%","4.56%",57527,"91.8","20.3",33
"686","0500000US17179","Tazewell","Illinois",131343,"95.33%","92.18%","1.28%","0.26%","0.83%","0.04%","0.73%","4.67%","2.58%",74606,"93.7","27.5",16
"687","0500000US17181","Union","Illinois",17244,"93.93%","89.96%","1.32%","0.52%","0.39%","0.06%","1.67%","6.07%","5.26%",54090,"88.0","21.7",61
"688","0500000US17183","Vermilion","Illinois",74188,"94.58%","77.21%","14.05%","0.32%","0.78%","0.01%","2.22%","5.42%","5.44%",52787,"90.6","15.6",21
"689","0500000US17185","Wabash","Illinois",11361,"96.54%","93.13%","0.51%","0.18%","2.21%","0.05%","0.46%","3.46%","3.04%",54074,"93.0","18.5",86
"690","0500000US17187","Warren","Illinois",16835,"93.76%","82.22%","3.49%","0.43%","1.96%","0.11%","5.55%","6.24%","10.29%",62700,"87.5","21.1",63
"691","0500000US17189","Washington","Illinois",13761,"96.75%","94.67%","0.70%","0.22%","0.50%","0.15%","0.51%","3.25%","1.54%",75111,"92.5","23.1",77
"692","0500000US17191","Wayne","Illinois",16179,"97.24%","95.54%","0.56%","0.21%","0.30%","0.04%","0.59%","2.76%","1.72%",53522,"89.3","15.8",66
"693","0500000US17193","White","Illinois",13877,"95.98%","94.13%","0.66%","0.17%","0.47%","0.15%","0.41%","4.02%","1.48%",54605,"88.5","16.0",76
"694","0500000US17195","Whiteside","Illinois",55691,"92.10%","85.76%","1.51%","0.42%","0.56%","0.02%","3.83%","7.90%","12.70%",62828,"90.8","19.3",24
"695","0500000US17197","Will","Illinois",696355,"89.89%","63.70%","11.63%","0.57%","6.15%","0.02%","7.82%","10.11%","18.62%",103678,"91.6","36.1",4
"696","0500000US17199","Williamson","Illinois",67153,"94.37%","87.71%","4.27%","0.39%","1.16%","0.01%","0.82%","5.63%","2.86%",60325,"92.7","27.1",22
"697","0500000US17201","Winnebago","Illinois",285350,"90.80%","66.98%","13.72%","0.57%","2.82%","0.03%","6.68%","9.20%","14.04%",61738,"88.5","24.1",7
"698","0500000US17203","Woodford","Illinois",38467,"95.85%","93.85%","0.72%","0.13%","0.56%","0.04%","0.55%","4.15%","1.92%",80093,"94.2","35.4",34
"699","0500000US18001","Adams","Indiana",35809,"96.71%","94.03%","0.51%","0.29%","0.38%","0.01%","1.49%","3.29%","4.67%",61731,"86.7","15.4",45
"700","0500000US18003","Allen","Indiana",385410,"92.94%","71.89%","11.54%","0.43%","4.75%","0.04%","4.29%","7.06%","8.00%",66222,"90.1","30.5",3
"701","0500000US18005","Bartholomew","Indiana",82208,"93.91%","80.00%","2.22%","0.37%","6.56%","0.06%","4.70%","6.09%","7.92%",76912,"91.8","34.8",19
"702","0500000US18007","Benton","Indiana",8719,"95.91%","91.23%","0.58%","0.31%","0.15%","0.10%","3.53%","4.09%","5.92%",58620,"88.6","18.7",89
"703","0500000US18009","Blackford","Indiana",12112,"95.77%","93.96%","0.49%","0.32%","0.20%","0.00%","0.81%","4.23%","1.16%",51108,"90.4","14.8",85
"704","0500000US18011","Boone","Indiana",70812,"94.22%","87.31%","2.03%","0.23%","3.39%","0.03%","1.23%","5.78%","3.51%",103038,"95.0","49.5",24
"705","0500000US18013","Brown","Indiana",15475,"95.95%","94.12%","0.41%","0.25%","0.44%","0.03%","0.70%","4.05%","2.09%",73933,"92.9","27.5",79
"706","0500000US18015","Carroll","Indiana",20306,"96.52%","93.49%","0.76%","0.30%","0.24%","0.00%","1.73%","3.48%","4.72%",61464,"90.3","16.6",72
"707","0500000US18017","Cass","Indiana",37870,"92.74%","79.54%","1.59%","1.12%","1.52%","0.02%","8.94%","7.26%","16.82%",55862,"85.7","15.4",40
"708","0500000US18019","Clark","Indiana",121093,"92.89%","80.20%","7.75%","0.45%","1.11%","0.11%","3.27%","7.11%","5.88%",69005,"90.5","24.6",14
"709","0500000US18021","Clay","Indiana",26466,"96.44%","94.62%","0.52%","0.21%","0.35%","0.02%","0.71%","3.56%","1.75%",68364,"91.4","16.9",60
"710","0500000US18023","Clinton","Indiana",33190,"92.12%","80.95%","0.61%","0.49%","0.22%","0.05%","9.82%","7.88%","16.91%",59515,"87.0","16.3",49
"711","0500000US18025","Crawford","Indiana",10526,"96.51%","95.29%","0.29%","0.33%","0.22%","0.01%","0.38%","3.49%","0.75%",46706,"85.7","12.2",86
"712","0500000US18027","Daviess","Indiana",33381,"96.00%","90.89%","1.91%","0.21%","0.40%","0.02%","2.57%","4.00%","5.68%",64113,"77.0","15.1",48
"713","0500000US18029","Dearborn","Indiana",50679,"95.72%","93.85%","0.61%","0.17%","0.42%","0.02%","0.66%","4.28%","1.47%",80352,"91.1","24.7",28
"714","0500000US18031","Decatur","Indiana",26472,"96.34%","94.29%","0.34%","0.17%","0.60%","0.03%","0.90%","3.66%","2.28%",71566,"91.2","20.5",59
"715","0500000US18033","DeKalb","Indiana",43265,"96.10%","93.99%","0.44%","0.22%","0.53%","0.09%","0.83%","3.90%","3.07%",68110,"91.4","19.0",36
"716","0500000US18035","Delaware","Indiana",111903,"94.65%","84.28%","7.37%","0.24%","1.25%","0.05%","1.45%","5.35%","2.68%",53377,"90.7","25.5",16
"717","0500000US18037","Dubois","Indiana",43637,"96.09%","89.06%","0.46%","0.34%","0.57%","0.01%","5.64%","3.91%","8.67%",68945,"89.9","23.9",35
"718","0500000US18039","Elkhart","Indiana",207047,"91.09%","73.16%","5.49%","0.68%","1.10%","0.04%","10.62%","8.91%","17.23%",63978,"82.2","20.0",6
"719","0500000US18041","Fayette","Indiana",23398,"96.59%","94.41%","1.20%","0.15%","0.25%","0.01%","0.57%","3.41%","1.45%",52219,"85.2","15.4",65
"720","0500000US18043","Floyd","Indiana",80484,"93.93%","85.31%","5.39%","0.34%","1.23%","0.03%","1.64%","6.07%","3.73%",75686,"92.4","31.3",20
"721","0500000US18045","Fountain","Indiana",16479,"95.97%","93.83%","0.39%","0.24%","0.26%","0.07%","1.17%","4.03%","2.82%",60559,"88.9","13.5",77
"722","0500000US18047","Franklin","Indiana",22785,"96.90%","95.81%","0.14%","0.16%","0.40%","0.01%","0.39%","3.10%","1.29%",75985,"89.5","20.7",67
"723","0500000US18049","Fulton","Indiana",20480,"95.28%","92.03%","0.72%","0.43%","0.38%","0.00%","1.71%","4.72%","5.47%",62644,"87.3","17.8",70
"724","0500000US18051","Gibson","Indiana",33011,"95.88%","92.02%","1.94%","0.22%","0.65%","0.05%","1.00%","4.12%","1.97%",64153,"90.6","18.0",51
"725","0500000US18053","Grant","Indiana",66674,"93.30%","83.41%","7.03%","0.33%","0.79%","0.04%","1.70%","6.70%","4.72%",53033,"88.6","18.4",25
"726","0500000US18055","Greene","Indiana",30803,"96.28%","94.88%","0.18%","0.28%","0.35%","0.01%","0.59%","3.72%","1.93%",57771,"88.3","16.1",54
"727","0500000US18057","Hamilton","Indiana",347467,"93.51%","80.29%","4.31%","0.19%","6.79%","0.04%","1.88%","6.49%","4.51%",114866,"97.2","60.8",4
"728","0500000US18059","Hancock","Indiana",79840,"95.02%","89.83%","3.00%","0.21%","0.93%","0.06%","0.99%","4.98%","2.91%",85262,"93.3","32.8",22
"729","0500000US18061","Harrison","Indiana",39654,"95.64%","93.22%","0.48%","0.29%","0.48%","0.05%","1.12%","4.36%","2.14%",71302,"90.2","20.6",38
"730","0500000US18063","Hendricks","Indiana",174788,"93.84%","80.72%","7.74%","0.25%","3.26%","0.04%","1.84%","6.16%","4.56%",95261,"93.5","39.2",9
"731","0500000US18065","Henry","Indiana",48914,"96.67%","92.82%","2.19%","0.17%","0.40%","0.02%","1.07%","3.33%","2.08%",57632,"91.1","17.1",29
"732","0500000US18067","Howard","Indiana",83658,"93.82%","83.12%","7.79%","0.31%","1.23%","0.03%","1.34%","6.18%","3.77%",62014,"91.3","19.8",18
"733","0500000US18069","Huntington","Indiana",36662,"95.90%","93.32%","0.61%","0.49%","0.46%","0.02%","1.00%","4.10%","2.76%",59894,"92.6","21.9",42
"734","0500000US18071","Jackson","Indiana",46428,"92.85%","83.36%","1.08%","1.00%","1.01%","0.03%","6.38%","7.15%","8.17%",65609,"90.0","18.6",31
"735","0500000US18073","Jasper","Indiana",32918,"93.98%","90.19%","0.44%","0.28%","0.28%","0.05%","2.74%","6.02%","6.53%",77777,"92.9","19.0",52
"736","0500000US18075","Jay","Indiana",20478,"96.66%","93.49%","0.27%","0.16%","0.33%","0.06%","2.35%","3.34%","3.43%",52231,"87.5","12.9",71
"737","0500000US18077","Jefferson","Indiana",33147,"96.14%","91.53%","1.58%","0.29%","0.90%","0.03%","1.80%","3.86%","3.05%",57801,"87.9","18.0",50
"738","0500000US18079","Jennings","Indiana",27613,"96.30%","93.72%","0.64%","0.26%","0.18%","0.02%","1.46%","3.70%","2.93%",66892,"88.8","14.1",58
"739","0500000US18081","Johnson","Indiana",161765,"94.58%","85.69%","2.42%","0.24%","4.60%","0.05%","1.57%","5.42%","3.85%",82730,"92.6","32.4",11
"740","0500000US18083","Knox","Indiana",36282,"96.19%","91.96%","1.97%","0.21%","0.78%","0.04%","1.24%","3.81%","2.55%",58173,"89.1","18.1",43
"741","0500000US18085","Kosciusko","Indiana",80240,"94.33%","86.73%","0.88%","0.34%","1.69%","0.03%","4.66%","5.67%","8.46%",70945,"87.8","24.1",21
"742","0500000US18087","LaGrange","Indiana",40446,"96.96%","94.64%","0.23%","0.17%","0.20%","0.01%","1.72%","3.04%","4.34%",81658,"60.6","11.2",37
"743","0500000US18089","Lake","Indiana",498700,"89.94%","55.16%","24.88%","0.61%","1.51%","0.03%","7.75%","10.06%","20.14%",66375,"90.2","24.5",2
"744","0500000US18091","LaPorte","Indiana",112417,"93.25%","78.37%","10.75%","0.38%","0.67%","0.02%","3.04%","6.75%","7.18%",66854,"89.9","21.1",15
"745","0500000US18093","Lawrence","Indiana",45011,"96.30%","94.48%","0.45%","0.34%","0.46%","0.02%","0.54%","3.70%","1.80%",64210,"89.1","19.0",34
"746","0500000US18095","Madison","Indiana",130129,"94.57%","83.45%","7.86%","0.31%","0.50%","0.03%","2.41%","5.43%","4.65%",60060,"89.9","19.4",13
"747","0500000US18097","Marion","Indiana",977203,"92.40%","52.50%","27.50%","0.53%","4.10%","0.05%","7.72%","7.60%","11.05%",59504,"87.3","33.2",1
"748","0500000US18099","Marshall","Indiana",46095,"94.00%","87.44%","0.48%","0.41%","0.61%","0.02%","5.05%","6.00%","10.73%",66016,"85.8","20.0",32
"749","0500000US18101","Martin","Indiana",9812,"96.52%","95.44%","0.20%","0.21%","0.37%","0.06%","0.23%","3.48%","1.31%",65489,"88.8","14.1",87
"750","0500000US18103","Miami","Indiana",35962,"95.39%","87.60%","5.02%","0.86%","0.36%","0.01%","1.53%","4.61%","3.68%",59551,"86.8","15.5",44
"751","0500000US18105","Monroe","Indiana",139718,"93.41%","81.90%","3.68%","0.25%","5.99%","0.03%","1.55%","6.59%","3.78%",60308,"94.7","48.2",12
"752","0500000US18107","Montgomery","Indiana",37936,"95.26%","90.33%","0.91%","0.37%","0.64%","0.03%","2.97%","4.74%","5.17%",62937,"89.2","20.8",39
"753","0500000US18109","Morgan","Indiana",71780,"95.74%","93.90%","0.48%","0.30%","0.40%","0.02%","0.64%","4.26%","1.84%",79134,"89.5","20.3",23
"754","0500000US18111","Newton","Indiana",13830,"93.60%","89.10%","0.31%","0.22%","0.27%","0.04%","3.66%","6.40%","7.35%",63673,"87.0","13.4",82
"755","0500000US18113","Noble","Indiana",47457,"93.90%","87.14%","0.49%","0.43%","0.48%","0.02%","5.35%","6.10%","10.70%",70286,"83.2","17.7",30
"756","0500000US18115","Ohio","Indiana",5940,"96.43%","95.19%","0.27%","0.07%","0.52%","0.00%","0.39%","3.57%","0.00%",66333,"92.7","15.7",92
"757","0500000US18117","Orange","Indiana",19867,"96.08%","93.77%","1.04%","0.25%","0.30%","0.06%","0.66%","3.92%","1.78%",60775,"85.3","13.9",73
"758","0500000US18119","Owen","Indiana",21321,"95.07%","93.63%","0.39%","0.24%","0.29%","0.00%","0.51%","4.93%","1.35%",57947,"86.4","15.3",68
"759","0500000US18121","Parke","Indiana",16156,"97.68%","95.36%","1.23%","0.35%","0.19%","0.00%","0.56%","2.32%","0.97%",63393,"85.3","15.1",78
"760","0500000US18123","Perry","Indiana",19170,"96.93%","93.45%","2.07%","0.23%","0.54%","0.02%","0.63%","3.07%","1.53%",58936,"91.2","16.2",75
"761","0500000US18125","Pike","Indiana",12250,"96.90%","95.64%","0.32%","0.33%","0.12%","0.00%","0.48%","3.10%","2.28%",64182,"90.4","14.1",84
"762","0500000US18127","Porter","Indiana",173215,"91.50%","82.56%","4.38%","0.30%","1.29%","0.04%","2.92%","8.50%","10.77%",82915,"93.9","29.9",10
"763","0500000US18129","Posey","Indiana",25222,"96.27%","94.26%","0.84%","0.18%","0.42%","0.01%","0.56%","3.73%","1.30%",75594,"93.7","25.5",61
"764","0500000US18131","Pulaski","Indiana",12514,"94.97%","92.72%","0.58%","0.30%","0.35%","0.02%","1.00%","5.03%","3.37%",56823,"88.1","14.1",83
"765","0500000US18133","Putnam","Indiana",36726,"96.20%","90.76%","2.80%","0.23%","0.97%","0.05%","1.39%","3.80%","2.08%",70609,"90.9","19.4",41
"766","0500000US18135","Randolph","Indiana",24502,"95.96%","92.24%","0.51%","0.29%","0.27%","0.00%","2.64%","4.04%","4.04%",59674,"89.9","15.1",63
"767","0500000US18137","Ripley","Indiana",28995,"96.26%","94.26%","0.28%","0.22%","0.65%","0.01%","0.83%","3.74%","1.84%",70285,"90.6","19.0",55
"768","0500000US18139","Rush","Indiana",16752,"96.95%","95.22%","0.57%","0.13%","0.35%","0.02%","0.66%","3.05%","1.81%",62386,"89.4","15.7",76
"769","0500000US18141","St. Joseph","Indiana",272912,"92.05%","71.38%","13.24%","0.48%","2.43%","0.06%","4.46%","7.95%","9.51%",61877,"90.9","32.0",5
"770","0500000US18143","Scott","Indiana",24384,"96.21%","94.48%","0.38%","0.11%","0.36%","0.07%","0.80%","3.79%","2.52%",49343,"81.9","11.5",64
"771","0500000US18145","Shelby","Indiana",45055,"95.92%","90.73%","1.26%","0.30%","0.78%","0.01%","2.85%","4.08%","4.85%",66449,"89.1","19.6",33
"772","0500000US18147","Spencer","Indiana",19810,"96.47%","93.67%","0.66%","0.31%","0.37%","0.01%","1.45%","3.53%","3.21%",66168,"92.5","19.9",74
